feedback_id,created_at,state,lga,channel,facility_or_service,raw_text,rating,response_time_days,resolved,assigned_dept,cleaned_text,word_count,char_count,has_url,has_number,contains_expletive,dominant_topic,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob
FB000034,2025-08-12,Enugu,Enugu Central,Hotline,Water Treatment Plant,Hidden fees at Water Treatment Plant. They ask for money for everything.,1.0,,False,Water,Hidden fees at Water Treatment Plant. They ask for money for everything.,12,72,False,False,False,0,0.532068039513504,0.033434808660254695,0.03338051741785217,0.3672060767621969,0.03391055764619219
FB000035,2024-06-18,Kwara,Kwara South,In-person,LGA Secretariat,click here for free money!!!,4.0,7.0,True,LocalGov,click here for free money!,5,26,False,False,False,3,0.10000200974215127,0.10000145797602703,0.10000180773898733,0.5999906303506901,0.10000409419214426
FB000036,2025-01-23,Yobe,Yobe Central,Social Media,Motor Park,"Abeg, they are charging illegal fees at motor park. this service shd be free. Other wards have same problem.",4.0,13.0,True,Other,"Abeg, they are charging illegal fees at motor park. this service shd be free. Other wards have same problem.",19,108,False,False,False,2,0.03357844127844064,0.03348220931855979,0.8632320908614763,0.03635515013039966,0.03335210841112357
FB000037,2024-02-01,Ogun,Ogun South,Social Media,Sanitation Department,The Sanitation Department in Ogun South is always closed when we arrive. No staff present.,2.0,,False,Sanitation,The Sanitation Department in Ogun South is always closed when we arrive. No staff present.,15,90,False,False,False,4,0.033379407555551646,0.033333992867132164,0.03333416655718952,0.03344733206977405,0.8665051009503527
FB000038,2025-09-13,Adamawa,Adamawa West,SMS,Public School,No medicine available at Public School. Always telling us to buy from pharmacy. Other wards have same problem.,,,False,Education,No medicine available at Public School. Always telling us to buy from pharmacy. Other wards have same problem.,18,110,False,False,False,0,0.8837319328439512,0.028654436325569032,0.02924467575399654,0.02893450521487568,0.029434449861607467
FB000039,2024-05-03,Ebonyi,Ebonyi South,SMS,Primary Health Center,I want to know the operating hours of Primary Health Center. We have complained before but nothing changed.,5.0,24.0,True,Health,I want to know the operating hours of Primary Health Center. We have complained before but nothing changed.,18,107,False,False,False,1,0.028592023647851225,0.5235809043347904,0.39060606028166045,0.028573969253528935,0.028647042482168865
FB000040,2024-06-05,Akwa Ibom,Akwa Ibom South,Web Form,Road Maintenance,"Sir, we wait for many hours at road maintenance. process is too slow. Other wards have same problem.",3.0,,False,Other,"Sir, we wait for many hours at road maintenance. process is too slow. Other wards have same problem.",18,100,False,False,False,2,0.028779539787571494,0.029348896275867366,0.884226139159166,0.02857410329081343,0.02907132148658166
FB000041,2025-04-06,Kaduna,Chikun,Social Media,Market,I appreciate the quick service at Market. Keep up the good work.,1.0,,False,Other,I appreciate the quick service at Market. Keep up the good work.,12,64,False,False,False,0,0.5993899860446104,0.10003001137740035,0.1000045066419563,0.10000713278968722,0.10056836314634582
FB000042,2024-01-11,Nasarawa,Nasarawa South,SMS,Water Treatment Plant,The workers at Water Treatment Plant treat us badly. Very poor customer service. This is affecting many people in the community.,,,False,Water,The workers at Water Treatment Plant treat us badly. Very poor customer service. This is affecting many people in the community.,21,128,False,False,False,0,0.9191625371129427,0.02016989600725669,0.020526316496907646,0.020017797269091177,0.020123453113801926
FB000043,2024-09-06,Imo,Imo Municipal,Hotline,Market,The Market needs renovation. Equipment is old and broken.,,27.0,True,Other,The Market needs renovation. Equipment is old and broken.,9,57,False,False,False,0,0.8856887443657678,0.028573109395389953,0.028572203092730106,0.028572691970354714,0.028593251175757194
FB000044,2024-05-02,Plateau,Plateau West,Web Form,LGA Secretariat,What documents are needed for LGA Secretariat? Please advise.,5.0,6.0,True,LocalGov,What documents are needed for LGA Secretariat? Please advise.,9,61,False,False,False,3,0.050002316735203195,0.05000248266726589,0.05160186143811977,0.7983905589733308,0.05000278018608039
FB000045,2024-01-15,Edo,Edo North,SMS,Sanitation Department,Staff members are not helpful at Sanitation Department. They ignore our questions.,,14.0,True,Sanitation,Staff members are not helpful at Sanitation Department. They ignore our questions.,12,82,False,False,False,4,0.0333341330436635,0.03338868268704324,0.033334321259906284,0.033401588372086115,0.8665412746373008
FB000046,2024-02-22,Akwa Ibom,Akwa Ibom Central,Web Form,Public School,"Oga, hidden fees at public school. they ask for money for everything.",1.0,,False,Education,"Oga, hidden fees at public school. they ask for money for everything.",12,69,False,False,False,3,0.050559665406838476,0.050037675426670196,0.050045848054236064,0.7986578579529745,0.05069895315928076
FB000047,2025-09-25,Borno,Borno Central,Hotline,Maternity Ward,They are charging illegal fees at Maternity Ward. This service should be free. We have complained before but nothing changed.,5.0,30.0,True,Health,They are charging illegal fees at Maternity Ward. This service should be free. We have complained before but nothing changed.,20,125,False,False,False,1,0.028584840204375645,0.8820228889883265,0.029109963276588473,0.031182530407789778,0.02909977712291948
FB000048,2024-03-24,Osun,Osun East,Hotline,Motor Park,What documents are needed for Motor Park? Please advise. We have complained before but nothing changed.,,,False,Other,What documents are needed for Motor Park? Please advise. We have complained before but nothing changed.,16,103,False,False,False,2,0.022280721602084292,0.3520895057242673,0.5807576596104487,0.022648343648766934,0.022223769414432756
FB000049,2025-10-02,Bauchi,Bauchi North,SMS,Town Hall,d Town Hall needs renovation. Equipment is old and broken. Please help us urgently.,,13.0,True,LocalGov,d Town Hall needs renovation. Equipment is old and broken. Please help us urgently.,14,83,False,False,False,0,0.926999032965432,0.018226500002315762,0.01821013708801113,0.01828949845178517,0.01827483149245581
FB000050,2025-08-05,Ekiti,Ekiti East,SMS,Adult Education Center,Water supply at Adult Education Center is not functional. Toilets are dirty. We have complained before but nothing changed.,,,False,Education,Water supply at Adult Education Center is not functional. Toilets are dirty. We have complained before but nothing changed.,19,123,False,False,False,1,0.022779630595508776,0.9096819137076251,0.022785123158873877,0.022224788566055625,0.02252854397193668
FB000051,2024-08-22,Oyo,Oyo Municipal,Hotline,Ward Office,I want to know the operating hours of Ward Office.,1.0,,False,LocalGov,I want to know the operating hours of Ward Office.,10,50,False,False,False,2,0.040001053612213205,0.040104883823573856,0.8396537838188564,0.04000232466316401,0.04023795408219264
FB000052,2025-10-12,FCT Abuja,Kwali,Social Media,Road Maintenance,Thank you to the staff at Road Maintenance. They provided excellent service.,5.0,7.0,True,Other,Thank you to the staff at Road Maintenance. They provided excellent service.,12,76,False,False,False,4,0.03333468640185082,0.033605939732840796,0.03338550750411991,0.03406680367470763,0.8656070626864808
FB000053,2024-02-07,Plateau,Plateau South,Hotline,Water Treatment Plant,No electricity at Water Treatment Plant. Generator not working for weeks.,5.0,22.0,True,Water,No electricity at Water Treatment Plant. Generator not working for weeks.,11,73,False,False,False,0,0.7990337767793274,0.0500947482091562,0.05000220028894069,0.050004360948646215,0.05086491377392952
FB000054,2025-05-25,Kebbi,Kebbi Central,Social Media,Ward Office,Please I need information about registration at Ward Office.,4.0,13.0,True,LocalGov,Please I need information about registration at Ward Office.,9,60,False,False,False,2,0.06666895227003215,0.06704753094311988,0.7320581409038158,0.06667177520509926,0.06755360067793283
FB000055,2024-04-05,Enugu,Enugu South,Web Form,Borehole,Medicine shortage at Borehole. We need government to supply drugs. We have complained before but nothing changed.,3.0,7.0,True,Water,Medicine shortage at Borehole. We need government to supply drugs. We have complained before but nothing changed.,17,113,False,False,False,1,0.02901252590027714,0.8845685041013509,0.028642591086646737,0.02917301133341835,0.02860336757830689
FB000056,2025-07-18,Borno,Borno East,Social Media,Fire Service,I appreciate the quick service at Fire Service. Keep up the good work.,1.0,,False,Other,I appreciate the quick service at Fire Service. Keep up the good work.,13,70,False,False,False,2,0.10000454806044644,0.10059480560352381,0.5993705691661846,0.1000127478973464,0.10001732927249869
FB000057,2025-08-16,Sokoto,Sokoto Municipal,Social Media,Maternity Ward,Rude behavior from staff at the Maternity Ward. We deserve better treatment. This has been happening for months.,4.0,10.0,True,Health,Rude behavior from staff at the Maternity Ward. We deserve better treatment. This has been happening for months.,18,112,False,False,False,4,0.028746593454431313,0.02913873322938008,0.028866795181485414,0.32900236220566587,0.5842455159290374
FB000058,2025-02-24,Delta,Delta East,Web Form,Local Council,The wait time at Local Council is unbearable. Need faster service. We have complained before but nothing changed.,1.0,,False,LocalGov,The wait time at Local Council is unbearable. Need faster service. We have complained before but nothing changed.,18,113,False,False,False,1,0.028586126137914374,0.8822101360182104,0.030120143287272087,0.030480845174211305,0.0286027493823918
FB000059,2025-06-22,Nasarawa,Nasarawa East,Social Media,Fire Service,I want to know the operating hours of Fire Service.,5.0,2.0,True,Other,I want to know the operating hours of Fire Service.,10,51,False,False,False,2,0.0500013390759301,0.050080078577742944,0.7999120622108056,0.05000329664058297,0.050003223494938215
FB000060,2025-01-24,Delta,Delta East,Social Media,Public School,xxxxxxxxxx yyyyyyy zzzzz,3.0,,False,Education,xxxxxxxxxx yyyyyyy zzzzz,3,24,False,False,False,0,0.2,0.2,0.2,0.2,0.2
FB000061,2025-10-10,Rivers,Oyigbo,SMS,Maternity Ward,Staff members are not helpful at Maternity Ward. They ignore our questions.,,,False,Health,Staff members are not helpful at Maternity Ward. They ignore our questions.,12,75,False,False,False,4,0.02500078166366829,0.025132609164871644,0.025136175970213864,0.025036624573857386,0.8996938086273888
FB000062,2024-03-21,Ebonyi,Ebonyi Municipal,Hotline,Primary Health Center,teh Primary Health Center in Ebonyi Municipal is always closed when we arrive. No staff present. Please help us urgently.,1.0,,False,Health,teh Primary Health Center in Ebonyi Municipal is always closed when we arrive. No staff present. Please help us urgently.,20,121,False,False,False,4,0.020362610266330735,0.020088120410248683,0.020239686546989606,0.020081246036635712,0.9192283367397952
FB000063,2024-10-21,Imo,Imo East,Social Media,Public School,Staff members are not helpful at Public School. They ignore our questions.,2.0,,False,Education,Staff members are not helpful at Public School. They ignore our questions.,12,74,False,False,False,4,0.028678912714530116,0.028610822290152344,0.028572563992340174,0.02871632002110084,0.8854213809818764
FB000064,2025-05-09,Osun,Osun South,Social Media,Borehole,Hidden fees at Borehole. They ask for money for everything.,5.0,14.0,True,Water,Hidden fees at Borehole. They ask for money for everything.,10,59,False,False,False,3,0.05000115262188736,0.05018413687774937,0.050121001310568236,0.7996922160653558,0.05000149312443923
FB000065,2024-10-20,Kwara,Kwara West,Hotline,Borehole,No proper access to Borehole. the road is bad and the gate is locked most times.,3.0,,False,Water,No proper access to Borehole. the road is bad and the gate is locked most times.,16,80,False,False,False,1,0.022223031575211157,0.9107402351035839,0.02227605333680647,0.022487076199367028,0.02227360378503143
FB000066,2025-01-08,Kwara,Kwara North,Web Form,Police Station,The workers at Police Station treat us badly. Very poor customer service.,4.0,10.0,True,Other,The workers at Police Station treat us badly. Very poor customer service.,12,73,False,False,False,2,0.034344533674107565,0.40407395227278553,0.49453188161740264,0.03349679525885986,0.03355283717684438
FB000067,2025-05-08,Kano,Dala,In-person,Secondary School,Staff members are not helpful at Secondary School. They ignore our questions.,1.0,,False,Education,Staff members are not helpful at Secondary School. They ignore our questions.,12,77,False,False,False,4,0.028678912714530116,0.028610822290152344,0.028572563992340174,0.02871632002110084,0.8854213809818764
FB000068,2025-02-08,Kogi,Kogi Central,Web Form,Maternity Ward,We traveled far to reach the Maternity Ward but it was locked. Please improve access.,1.0,,False,Health,We traveled far to reach the Maternity Ward but it was locked. Please improve access.,15,85,False,False,False,1,0.0400023269037311,0.8379661875401481,0.040795459624794465,0.04000550425780898,0.041230521673517435
FB000069,2024-04-20,Jigawa,Jigawa East,In-person,Market,"Madam, teh market needs renovation... equipment is old and broken... Other wards have same problem...",4.0,,False,Other,"Madam, teh market needs renovation. equipment is old and broken. Other wards have same problem.",15,95,False,False,False,0,0.9107400563865742,0.022223431311490842,0.022564509434620905,0.022223468527019428,0.022248534340294474
FB000070,2025-05-19,Zamfara,Zamfara South,Social Media,Adult Education Center,The Adult Education Center needs renovation. Equipment is old and broken.,5.0,5.0,True,Education,The Adult Education Center needs renovation. Equipment is old and broken.,11,73,False,False,False,0,0.5786167426769987,0.022566765415260995,0.35411715782809844,0.02222512359395442,0.022474210485687315
FB000071,2024-10-13,Yobe,Yobe North,Hotline,Local Council,The Local Council needs renovation. Equipment is old and broken.,2.0,,False,LocalGov,The Local Council needs renovation. Equipment is old and broken.,10,64,False,False,False,0,0.6509507155691178,0.02515351993445072,0.025001243761060898,0.27387734949823445,0.025017171237136277
FB000072,2025-10-22,Bauchi,Bauchi North,Hotline,Town Hall,d Town Hall needs renovation. Equipment is old and broken. Please help us urgently.,,,False,LocalGov,d Town Hall needs renovation. Equipment is old and broken. Please help us urgently.,14,83,False,False,False,0,0.926999032965432,0.018226500002315762,0.01821013708801113,0.01828949845178517,0.01827483149245581
FB000073,2025-07-21,Ekiti,Ekiti Central,Social Media,Town Hall,We traveled far to reach the Town Hall but it was locked. Please improve access. We have complained before but nothing changed.,1.0,,False,LocalGov,We traveled far to reach the Town Hall but it was locked. Please improve access. We have complained before but nothing changed.,22,127,False,False,False,1,0.025459107483635827,0.8991147318317055,0.02500282493981728,0.02542195069197599,0.025001385052865314
FB000074,2025-08-25,Gombe,Gombe South,In-person,Police Station,We traveled far to reach the Police Station but it was locked. Please improve access. This has been happening for months.,4.0,4.0,True,Other,We traveled far to reach the Police Station but it was locked. Please improve access. This has been happening for months.,21,121,False,False,False,1,0.028574316990348268,0.8849361014892643,0.02858358624837214,0.02932403145337851,0.02858196381863684
FB000075,2024-02-14,Anambra,Anambra North,In-person,Waste Management,The Waste Management in Anambra North is always closed when we arrive. No staff present.,4.0,10.0,True,Sanitation,The Waste Management in Anambra North is always closed when we arrive. No staff present.,15,88,False,False,False,4,0.033379407555551646,0.033333992867132164,0.03333416655718952,0.03344733206977405,0.8665051009503527
FB000076,2024-05-31,Taraba,Taraba South,Web Form,Primary Health Center,No proper access to Primary Health Center. The road is bad and the gate is locked most times.,1.0,,False,Health,No proper access to Primary Health Center. The road is bad and the gate is locked most times.,18,93,False,False,False,1,0.022222937607928817,0.9108753900321408,0.022353506300680774,0.022223622625048102,0.02232454343420139
FB000077,2024-08-08,Zamfara,Zamfara Municipal,Hotline,Police Station,Medicine shortage at Police Station. We need government to supply drugs.,5.0,22.0,True,Other,Medicine shortage at Police Station. We need government to supply drugs.,11,72,False,False,False,1,0.040978125019130916,0.8386702992127438,0.04002615315704666,0.04025742941074199,0.04006799320033665
FB000078,2025-04-30,Ogun,Ogun South,Social Media,Ward Office,Waiting time at Ward Office is too long. Spent 5 hours just to register.,5.0,11.0,True,LocalGov,Waiting time at Ward Office is too long. Spent 5 hours just to register.,14,72,False,True,False,2,0.05000132976974823,0.05017959137864156,0.7994028022303689,0.050002924528610666,0.0504133520926306
FB000079,2025-03-09,Bayelsa,Bayelsa East,SMS,Local Council,Thank you to the staff at Local Council. They provided excellent service.,,26.0,True,LocalGov,Thank you to the staff at Local Council. They provided excellent service.,12,73,False,False,False,3,0.028572632225979583,0.028621546920565948,0.02857258817596715,0.8848090857522418,0.02942414692524549
FB000080,2024-10-12,Kano,Fagge,Hotline,Clinic,"Abeg, too many charges at clinic. corruption everywhere.",,,False,Health,"Abeg, too many charges at clinic. corruption everywhere.",8,56,False,False,False,2,0.10243343795910335,0.10002621371350301,0.5975311487719291,0.10000593021232577,0.10000326934313869
FB000081,2025-08-02,Zamfara,Zamfara West,Web Form,Fire Service,"Oga, staff demanding money at fire service before providing service. this is wrong.",3.0,3.0,True,Other,"Oga, staff demanding money at fire service before providing service. this is wrong.",13,83,False,False,False,3,0.05000326017201979,0.050295375432087744,0.297691796960928,0.5493962575649922,0.052613309869972154
FB000082,2024-03-27,Adamawa,Adamawa Central,In-person,Education Office,The wait time at Education Office is unbearable. Need faster service.,2.0,,False,Education,The wait time at Education Office is unbearable. Need faster service.,11,69,False,False,False,2,0.050001549700358555,0.05020529790521096,0.7995303970675637,0.05000284462716948,0.050259910699697395
FB000083,2025-11-25,Anambra,Anambra Municipal,SMS,Town Hall,The Town Hall needs renovation. Equipment is old and broken. This is affecting many people in the community.,,14.0,True,LocalGov,The Town Hall needs renovation. Equipment is old and broken. This is affecting many people in the community.,18,108,False,False,False,0,0.9270510928324663,0.018227947441774292,0.018263429240895704,0.01827505607594085,0.01818247440892266
FB000084,2025-06-29,Katsina,Katsina Central,SMS,Police Station,We traveled far to reach the Police Station but it was locked. plz improve access. This has been happening for months.,3.0,17.0,True,Other,We traveled far to reach the Police Station but it was locked. plz improve access. This has been happening for months.,21,118,False,False,False,1,0.028574316990348268,0.8849361014892643,0.02858358624837214,0.02932403145337851,0.02858196381863684
FB000085,2024-04-27,Kwara,Kwara Central,Hotline,General Hospital,Medicine shortage at General Hospital. We need government to supply drugs.,2.0,,False,Health,Medicine shortage at General Hospital. We need government to supply drugs.,11,74,False,False,False,0,0.7311656701226943,0.06808053094382531,0.06667070207305312,0.06725843826951687,0.06682465859091041
FB000086,2024-06-21,Ebonyi,Ebonyi West,Web Form,Local Council,the Local Council in Ebonyi West is always closed when we arrive. No staff present. Other wards have same problem.,1.0,,False,LocalGov,the Local Council in Ebonyi West is always closed when we arrive. No staff present. Other wards have same problem.,20,114,False,False,False,4,0.020348041212108443,0.020105075576893682,0.19219592399663488,0.2290507612042435,0.5383001980101195
